Farmer,Record_ID_system_date,Record_ID_system_time,AIR_HUMIDITY,AIR_TEMPERATURE,CARBON_DIOXIDE,EVENT,LIGHT_INTENSITY,SHIELD_BATTERY_LEVEL,SHIELD_FW_VERSION,SHIELD_ID,SOIL_MOISTURE,SOIL_NITROGEN,SOIL_PHOSPHOROUS,SOIL_POTASSIUM,SOIL_TEMPERATURE,SPEAR_BATTERY_LEVEL,SPEAR_DATA,SPEAR_FW_VERSION,SPEAR_ID,STORE_TIMESTAMP_DATE,Store_timestamp_time,VALVE_POSITION,WATER_DISPENSED
TrayOne,30/07/2023,09:15:01,366,310,1364,95,20,97.2935257,0.82.69,0102030405060708090a6407,648,29,6,6,31,4203,010c0102030405060708090000021f030000030e026b100c021400040288020a021f000804540500003e,0.0.3,1.0203E+22,30/07/2023,12:09:23,0,0
TrayOne2,30/07/2023,09:15:01,388,303,524,95,28,96.21931458,0.82.69,0102030405060708090a640a,701,46,46,42,31,3955,010c0102030405060708090a0b0c1f030000030e02730f0402bd020502840109022f010b022e001d022e001c022a003e,0.0.3,0102030405060708090a0b0c,30/07/2023,12:06:58,0,0
TrayOne3,30/07/2023,09:15:01,388,303,373,95,8,96.6796875,0.82.69,0102030405060708090a640b,728,63,63,58,31,4206,010c0102030405060708090000021f030000030e026e100c0208000402d8020a021f000804750100003e,0.0.3,1.0203E+22,30/07/2023,12:10:41,0,0
TrayOne,30/07/2023,10:15:00,374,305,1425,95,24,97.44698334,0.82.69,0102030405060708090a6407,644,16,7,6,31,4208,010c0102030405060708090000021f030000030e0270100c021800040284020a021f000804910500003e,0.0.3,1.0203E+22,30/07/2023,13:09:23,0,0
TrayOne2,30/07/2023,10:15:01,382,305,573,95,28,98.52120972,0.82.69,0102030405060708090a640a,677,44,44,40,31,3948,010c0102030405060708090a0b0c1f030000030e026c0f0402a50205027e01090231010b022c001d022c001c0228003e,0.0.3,0102030405060708090a0b0c,30/07/2023,13:06:59,0,0
TrayOne3,30/07/2023,10:15:01,389,301,381,95,8,96.83315277,0.82.69,0102030405060708090a640b,741,61,61,56,31,4188,010c0102030405060708090000021f030000030e025c100c0208000402e5020a021f0008047d0100003e,0.0.3,1.0203E+22,30/07/2023,13:10:43,0,0
TrayOne,30/07/2023,11:15:00,377,309,1401,95,32,97.60044861,0.82.69,0102030405060708090a6407,660,17,9,8,31,4200,010c0102030405060708090000021f030000030e0268100c022000040294020a021f000804790500003e,0.0.3,1.0203E+22,30/07/2023,14:09:24,0,0
TrayOne2,30/07/2023,11:15:00,384,307,575,95,36,98.828125,0.82.69,0102030405060708090a640a,644,45,46,42,31,3953,010c0102030405060708090a0b0c1f030000030e02710f0402840205028001090233010b022d001d022e001c022a003e,0.0.3,0102030405060708090a0b0c,30/07/2023,14:07:01,0,0
TrayOne3,30/07/2023,11:15:01,379,313,357,95,16,96.52622223,0.82.69,0102030405060708090a640b,700,61,61,56,31,4193,010c0102030405060708090000021f030000030e0261100c0210000402bc020a021f000804650100003e,0.0.3,1.0203E+22,30/07/2023,14:10:43,0,0
TrayOne,30/07/2023,12:15:01,358,317,1428,95,24,97.75391388,0.82.69,0102030405060708090a6407,647,23,10,9,31,4201,010c0102030405060708090000021f030000030e0269100c021800040287020a021f000804940500003e,0.0.3,1.0203E+22,30/07/2023,15:09:24,0,0
TrayOne2,30/07/2023,12:15:01,382,308,523,95,28,98.98158264,0.82.69,0102030405060708090a640a,646,47,47,43,31,3956,010c0102030405060708090a0b0c1f030000030e02740f0402860205027e01090234010b022f001d022f001c022b003e,0.0.3,0102030405060708090a0b0c,30/07/2023,15:07:02,0,0
TrayOne3,30/07/2023,12:15:01,366,323,361,95,8,96.83315277,0.82.69,0102030405060708090a640b,712,61,60,55,31,4183,010c0102030405060708090000021f030000030e0257100c0208000402c8020a021f000804690100003e,0.0.3,1.0203E+22,30/07/2023,15:10:45,0,0
TrayOne,30/07/2023,13:15:00,384,305,1414,95,24,98.06082153,0.82.69,0102030405060708090a6407,646,25,7,6,31,4196,010c0102030405060708090000021f030000030e0264100c021800040286020a021f000804860500003e,0.0.3,1.0203E+22,30/07/2023,16:09:24,0,0
TrayOne2,30/07/2023,13:15:01,360,323,592,95,28,99.13504791,0.82.69,0102030405060708090a640a,683,48,47,43,31,3955,010c0102030405060708090a0b0c1f030000030e02730f0402ab0205026801090243010b0230001d022f001c022b003e,0.0.3,0102030405060708090a0b0c,30/07/2023,16:07:04,0,0
TrayOne3,30/07/2023,13:15:01,364,323,404,95,8,96.98661041,0.82.69,0102030405060708090a640b,690,60,60,55,31,4206,010c0102030405060708090000021f030000030e026e100c0208000402b2020a021f000804940100003e,0.0.3,1.0203E+22,30/07/2023,16:10:46,0,0
TrayOne,30/07/2023,14:15:00,385,310,1471,95,16,98.36774445,0.82.69,0102030405060708090a6407,636,18,10,9,32,4211,010c0102030405060708090000021f030000030e0273100c02100004027c020a0220000804bf0500003e,0.0.3,1.0203E+22,30/07/2023,17:09:25,0,0
TrayOne2,30/07/2023,14:15:00,389,311,549,95,20,99.28850555,0.82.69,0102030405060708090a640a,684,46,46,43,31,3953,010c0102030405060708090a0b0c1f030000030e02710f0402ac0205028501090237010b022e001d022e001c022b003e,0.0.3,0102030405060708090a0b0c,30/07/2023,17:07:04,0,0
TrayOne3,30/07/2023,14:15:01,402,306,404,95,4,97.14006042,0.82.69,0102030405060708090a640b,710,59,59,54,31,4206,010c0102030405060708090000021f030000030e026e100c0204000402c6020a021f000804940100003e,0.0.3,1.0203E+22,30/07/2023,17:10:47,0,0
TrayOne,30/07/2023,15:15:01,385,314,1437,95,0,98.67465973,0.82.69,0102030405060708090a6407,625,26,8,7,31,4208,010c0102030405060708090000021f030000030e0270100c020000040271020a021f0008049d0500003e,0.0.3,1.0203E+22,30/07/2023,18:09:27,0,0
TrayOne2,30/07/2023,15:15:01,389,316,553,95,4,99.4419632,0.82.69,0102030405060708090a640a,663,47,47,43,31,3948,010c0102030405060708090a0b0c1f030000030e026c0f040297020502850109023c010b022f001d022f001c022b003e,0.0.3,0102030405060708090a0b0c,30/07/2023,18:07:07,0,0
TrayOne3,30/07/2023,15:15:01,400,311,366,95,0,97.14006042,0.82.69,0102030405060708090a640b,719,58,58,53,31,4209,010c0102030405060708090000021f030000030e0271100c0200000402cf020a021f0008046e0100003e,0.0.3,1.0203E+22,30/07/2023,18:10:48,0,0
TrayOne,30/07/2023,16:15:00,390,310,1381,95,0,97.14006042,0.82.69,0102030405060708090a6407,624,20,10,9,31,4056,010c0102030405060708090000021f030000030e02d80f0c020000040270020a021f000804650500003e,0.0.3,1.0203E+22,30/07/2023,19:09:28,0,0
TrayOne2,30/07/2023,16:15:01,403,306,585,95,0,97.90736389,0.82.69,0102030405060708090a640a,655,47,47,43,31,3942,010c0102030405060708090a0b0c1f030000030e02660f04028f0205029301090232010b022f001d022f001c022b003e,0.0.3,0102030405060708090a0b0c,30/07/2023,19:07:07,0,0
TrayOne3,30/07/2023,16:15:01,405,306,371,95,0,95.45201111,0.82.69,0102030405060708090a640b,698,58,58,53,31,3880,010c0102030405060708090000021f030000030e02280f0c0200000402ba020a021f000804730100003e,0.0.3,1.0203E+22,30/07/2023,19:10:50,0,0
TrayOne,30/07/2023,17:15:00,379,313,1474,95,0,96.83315277,0.82.69,0102030405060708090a6407,632,25,10,9,31,4051,010c0102030405060708090000021f030000030e02d30f0c020000040278020a021f000804c20500003e,0.0.3,1.0203E+22,30/07/2023,20:09:29,0,0
TrayOne2,30/07/2023,17:15:01,403,304,568,95,0,96.83315277,0.82.69,0102030405060708090a640a,657,45,45,42,31,3929,010c0102030405060708090a0b0c1f030000030e02590f0402910205029301090230010b022d001d022d001c022a003e,0.0.3,0102030405060708090a0b0c,30/07/2023,20:07:09,0,0
TrayOne3,30/07/2023,17:15:01,399,308,401,95,0,94.99163055,0.82.69,0102030405060708090a640b,687,58,58,53,31,3903,010c0102030405060708090000021f030000030e023f0f0c0200000402af020a021f000804910100003e,0.0.3,1.0203E+22,30/07/2023,20:10:50,0,0
TrayOne,30/07/2023,18:15:01,387,305,1427,95,0,96.37276459,0.82.69,0102030405060708090a6407,629,24,12,11,31,4042,010c0102030405060708090000021f030000030e02ca0f0c020000040275020a021f000804930500003e,0.0.3,1.0203E+22,30/07/2023,21:09:28,0,0
TrayOne2,30/07/2023,18:15:01,390,309,508,95,0,97.60044861,0.82.69,0102030405060708090a640a,677,45,45,41,31,3916,010c0102030405060708090a0b0c1f030000030e024c0f0402a50205028601090235010b022d001d022d001c0229003e,0.0.3,0102030405060708090a0b0c,30/07/2023,21:07:09,0,0
TrayOne3,30/07/2023,18:15:02,388,313,404,95,0,94.53125,0.82.69,0102030405060708090a640b,676,58,57,53,31,3893,010c0102030405060708090000021f030000030e02350f0c0200000402a4020a021f000804940100003e,0.0.3,1.0203E+22,30/07/2023,21:10:52,0,0
TrayOne,30/07/2023,19:15:01,395,303,1462,95,0,94.99163055,0.82.69,0102030405060708090a6407,633,31,10,9,31,4037,010c0102030405060708090000021f030000030e02c50f0c020000040279020a021f000804b60500003e,0.0.3,1.0203E+22,30/07/2023,22:10:33,0,0
TrayOne2,30/07/2023,19:15:01,391,309,503,95,0,97.44698334,0.82.69,0102030405060708090a640a,652,46,46,42,31,3908,010c0102030405060708090a0b0c1f030000030e02440f04028c0205028701090235010b022e001d022e001c022a003e,0.0.3,0102030405060708090a0b0c,30/07/2023,22:07:11,0,0
TrayOne3,30/07/2023,19:15:02,388,312,403,95,0,94.07086945,0.82.69,0102030405060708090a640b,677,57,57,53,31,3871,010c0102030405060708090000021f030000030e021f0f0c0200000402a5020a021f000804930100003e,0.0.3,1.0203E+22,30/07/2023,22:10:53,0,0
TrayOne,30/07/2023,20:15:00,394,301,1464,95,0,95.91239166,0.82.69,0102030405060708090a6407,645,26,9,8,31,4027,010c0102030405060708090000021f030000030e02bb0f0c020000040285020a021f000804b80500003e,0.0.3,1.0203E+22,30/07/2023,23:09:32,0,0
TrayOne2,30/07/2023,20:15:01,389,309,559,95,0,97.2935257,0.82.69,0102030405060708090a640a,673,46,46,43,31,3897,010c0102030405060708090a0b0c1f030000030e02390f0402a10205028501090235010b022e001d022e001c022b003e,0.0.3,0102030405060708090a0b0c,30/07/2023,23:07:13,0,0
TrayOne3,30/07/2023,20:15:01,389,313,400,95,0,93.30357361,0.82.69,0102030405060708090a640b,682,57,57,52,31,3880,010c0102030405060708090000021f030000030e02280f0c0200000402aa020a021f000804900100003e,0.0.3,1.0203E+22,30/07/2023,23:10:54,0,0
TrayOne,30/07/2023,21:15:01,384,306,1473,95,0,95.75892639,0.82.69,0102030405060708090a6407,639,23,12,11,31,4024,010c0102030405060708090000021f030000030e02b80f0c02000004027f020a021f000804c10500003e,0.0.3,1.0203E+22,30/07/2023,00:09:32,0,0
TrayOne2,30/07/2023,21:15:01,393,306,499,95,0,97.14006042,0.82.69,0102030405060708090a640a,673,46,45,42,31,3887,010c0102030405060708090a0b0c1f030000030e022f0f0402a10205028901090232010b022e001d022d001c022a003e,0.0.3,0102030405060708090a0b0c,30/07/2023,00:07:15,0,0
TrayOne3,30/07/2023,21:15:02,390,310,394,95,0,92.84319305,0.82.69,0102030405060708090a640b,722,57,57,52,31,3861,010c0102030405060708090000021f030000030e02150f0c0200000402d2020a021f0008048a0100003e,0.0.3,1.0203E+22,30/07/2023,00:10:54,0,0
TrayOne,30/07/2023,22:15:01,396,297,1428,95,0,95.60546112,0.82.69,0102030405060708090a6407,625,29,11,10,31,4022,010c0102030405060708090000021f030000030e02b60f0c020000040271020a021f000804940500003e,0.0.3,1.0203E+22,30/07/2023,01:09:32,0,0
TrayOne2,30/07/2023,22:15:01,388,308,554,95,0,96.83315277,0.82.69,0102030405060708090a640a,652,45,45,42,31,3879,010c0102030405060708090a0b0c1f030000030e02270f04028c0205028401090234010b022d001d022d001c022a003e,0.0.3,0102030405060708090a0b0c,30/07/2023,01:07:15,0,0
TrayOne3,30/07/2023,22:15:01,388,312,352,95,0,92.22935486,0.82.69,0102030405060708090a640b,695,57,57,52,31,3850,010c0102030405060708090000021f030000030e020a0f0c0200000402b7020a021f000804600100003e,0.0.3,1.0203E+22,30/07/2023,01:10:56,0,0
TrayOne,30/07/2023,23:15:00,382,306,1419,95,0,95.29855347,0.82.69,0102030405060708090a6407,633,27,8,7,31,4017,010c0102030405060708090000021f030000030e02b10f0c020000040279020a021f0008048b0500003e,0.0.3,1.0203E+22,30/07/2023,02:09:34,0,0
TrayOne2,30/07/2023,23:15:01,401,299,555,95,0,96.6796875,0.82.69,0102030405060708090a640a,631,43,43,40,31,3869,010c0102030405060708090a0b0c1f030000030e021d0f040277020502910109022b010b022b001d022b001c0228003e,0.0.3,0102030405060708090a0b0c,30/07/2023,02:07:17,0,0
TrayOne3,30/07/2023,23:15:01,397,303,376,95,0,91.61550903,0.82.69,0102030405060708090a640b,687,57,57,52,31,3840,010c0102030405060708090000021f030000030e02000f0c0200000402af020a021f000804780100003e,0.0.3,1.0203E+22,30/07/2023,02:10:58,0,0
TrayOne,31/07/2023,00:15:00,367,315,1461,95,0,95.1450882,0.82.69,0102030405060708090a6407,623,20,14,13,31,4017,010c0102030405060708090000021f030000030e02b10f0c02000004026f020a021f000804b50500003e,0.0.3,1.0203E+22,31/07/2023,03:09:34,0,0
TrayOne2,31/07/2023,00:15:00,374,318,562,95,0,95.45201111,0.82.69,0102030405060708090a640a,669,46,46,42,31,3861,010c0102030405060708090a0b0c1f030000030e02150f04029d020502760109023e010b022e001d022e001c022a003e,0.0.3,0102030405060708090a0b0c,31/07/2023,03:07:18,0,0
TrayOne3,31/07/2023,00:15:01,375,319,401,95,0,90.8482132,0.82.69,0102030405060708090a640b,672,57,57,52,31,3845,010c0102030405060708090000021f030000030e02050f0c0200000402a0020a021f000804910100003e,0.0.3,1.0203E+22,31/07/2023,03:10:59,0,0
TrayOne,31/07/2023,01:15:01,379,309,1474,95,0,94.99163055,0.82.69,0102030405060708090a6407,627,35,14,13,31,4016,010c0102030405060708090000021f030000030e02b00f0c020000040273020a021f000804c20500003e,0.0.3,1.0203E+22,31/07/2023,04:09:35,0,0
TrayOne2,31/07/2023,01:15:01,398,302,548,95,0,96.21931458,0.82.69,0102030405060708090a640a,651,45,45,42,31,3851,010c0102030405060708090a0b0c1f030000030e020b0f04028b0205028e0109022e010b022d001d022d001c022a003e,0.0.3,0102030405060708090a0b0c,31/07/2023,04:07:19,0,0
TrayOne3,31/07/2023,01:15:02,395,306,371,95,0,90.38783264,0.82.69,0102030405060708090a640b,697,56,56,51,31,3826,010c0102030405060708090000021f030000030e02f20e0c0200000402b9020a021f000804730100003e,0.0.3,1.0203E+22,31/07/2023,04:11:00,0,0
TrayOne,31/07/2023,02:15:00,395,300,1453,95,0,94.68470764,0.82.69,0102030405060708090a6407,629,34,11,10,31,4006,010c0102030405060708090000021f030000030e02a60f0c020000040275020a021f000804ad0500003e,0.0.3,1.0203E+22,31/07/2023,05:09:35,0,0
TrayOne2,31/07/2023,02:15:01,393,306,575,95,0,94.83817291,0.82.69,0102030405060708090a640a,645,46,46,42,30,3847,010c0102030405060708090a0b0c1f030000030e02070f0402850205028901090232010b022e001d022e001c022a003e,0.0.3,0102030405060708090a0b0c,31/07/2023,05:07:29,0,0
TrayOne3,31/07/2023,02:15:01,389,310,397,95,0,89.77399445,0.82.69,0102030405060708090a640b,708,55,55,50,30,3819,010c0102030405060708090000021f030000030e02eb0e0c0200000402c4020a021e0008048d0100003e,0.0.3,1.0203E+22,31/07/2023,05:11:01,0,0
TrayOne,31/07/2023,03:15:00,387,305,1495,95,0,94.37779236,0.82.69,0102030405060708090a6407,617,28,12,11,31,4006,010c0102030405060708090000021f030000030e02a60f0c020000040269020a021f000804d70500003e,0.0.3,1.0203E+22,31/07/2023,06:09:36,0,0
TrayOne2,31/07/2023,03:15:00,398,301,524,95,0,94.68470764,0.82.69,0102030405060708090a640a,643,46,46,42,30,3834,010c0102030405060708090a0b0c1f030000030e02fa0e0402830205028e0109022d010b022e001d022e001c022a003e,0.0.3,0102030405060708090a0b0c,31/07/2023,06:07:28,0,0
TrayOne3,31/07/2023,03:15:01,393,306,400,95,0,89.31361389,0.82.69,0102030405060708090a640b,696,55,55,50,30,3814,010c0102030405060708090000021f030000030e02e60e0c0200000402b8020a021e000804900100003e,0.0.3,1.0203E+22,31/07/2023,06:11:03,0,0
TrayOne,31/07/2023,04:15:01,388,303,1525,95,4,96.0658493,0.82.69,0102030405060708090a6407,622,31,13,12,30,4203,010c0102030405060708090000021f030000030e026b100c02040004026e020a021e000804f50500003e,0.0.3,1.0203E+22,31/07/2023,07:09:37,0,0
TrayOne2,31/07/2023,04:15:01,405,299,551,95,4,96.98661041,0.82.69,0102030405060708090a640a,665,46,46,42,30,3903,010c0102030405060708090a0b0c1f030000030e023f0f040299020502950109022b010b022e001d022e001c022a003e,0.0.3,0102030405060708090a0b0c,31/07/2023,07:07:25,0,0
TrayOne3,31/07/2023,04:15:02,405,297,407,95,0,94.68470764,0.82.69,0102030405060708090a640b,672,54,54,50,30,4203,010c0102030405060708090000021f030000030e026b100c0200000402a0020a021e000804970100003e,0.0.3,1.0203E+22,31/07/2023,07:11:03,0,0
TrayOne,31/07/2023,05:15:00,395,298,1526,95,16,96.37276459,0.82.69,0102030405060708090a6407,622,33,11,10,30,4196,010c0102030405060708090000021f030000030e0264100c02100004026e020a021e000804f60500003e,0.0.3,1.0203E+22,31/07/2023,11:09:38,0,0
TrayOne2,31/07/2023,05:15:00,404,303,589,95,12,97.44698334,0.82.69,0102030405060708090a640a,636,47,47,43,30,3937,010c0102030405060708090a0b0c1f030000030e02610f04027c020502940109022f010b022f001d022f001c022b003e,0.0.3,0102030405060708090a0b0c,31/07/2023,11:07:26,0,0
TrayOne3,31/07/2023,05:15:01,405,298,406,95,4,96.0658493,0.82.69,0102030405060708090a640b,717,54,54,50,30,4209,010c0102030405060708090000021f030000030e0271100c0204000402cd020a021e000804960100003e,0.0.3,1.0203E+22,31/07/2023,11:11:05,0,0
TrayOne,31/07/2023,06:15:00,401,301,1599,95,28,96.6796875,0.82.69,0102030405060708090a6407,622,28,13,12,30,4200,010c0102030405060708090000021f030000030e0268100c021c0004026e020a021e0008043f0600003e,0.0.3,1.0203E+22,31/07/2023,09:09:39,0,0
TrayOne2,31/07/2023,06:15:00,394,306,580,95,28,97.60044861,0.82.69,0102030405060708090a640a,628,47,46,43,30,3940,010c0102030405060708090a0b0c1f030000030e02640f0402740205028a01090232010b022f001d022e001c022b003e,0.0.3,0102030405060708090a0b0c,31/07/2023,09:07:29,0,0
TrayOne3,31/07/2023,06:15:01,413,298,419,95,24,96.37276459,0.82.69,0102030405060708090a640b,682,54,54,50,30,4206,010c0102030405060708090000021f030000030e026e100c0218000402aa020a021e000804a30100003e,0.0.3,1.0203E+22,31/07/2023,09:11:06,0,0
TrayOne,31/07/2023,07:15:01,406,296,1462,95,32,96.98661041,0.82.69,0102030405060708090a6407,617,32,13,12,30,4203,010c0102030405060708090000021f030000030e026b100c022000040269020a021e000804b60500003e,0.0.3,1.0203E+22,31/07/2023,10:09:40,0,0
TrayOne2,31/07/2023,07:15:01,411,302,550,95,36,97.90736389,0.82.69,0102030405060708090a640a,629,46,46,42,30,3951,010c0102030405060708090a0b0c1f030000030e026f0f0402750205029b0109022e010b022e001d022e001c022a003e,0.0.3,0102030405060708090a0b0c,31/07/2023,10:07:30,0,0
TrayOne3,31/07/2023,07:15:01,423,298,392,95,28,96.37276459,0.82.69,0102030405060708090a640b,708,54,54,49,30,4203,010c0102030405060708090000021f030000030e026b100c021c000402c4020a021e000804880100003e,0.0.3,1.0203E+22,31/07/2023,10:11:12,0,0
TrayOne,31/07/2023,08:15:01,397,302,1482,95,32,97.14006042,0.82.69,0102030405060708090a6407,627,34,15,13,30,4196,010c0102030405060708090000021f030000030e0264100c022000040273020a021e000804ca0500003e,0.0.3,1.0203E+22,31/07/2023,11:09:41,0,0
TrayOne2,31/07/2023,08:15:01,401,302,547,95,36,98.2142868,0.82.69,0102030405060708090a640a,662,47,47,43,30,3948,010c0102030405060708090a0b0c1f030000030e026c0f040296020502910109022e010b022f001d022f001c022b003e,0.0.3,0102030405060708090a0b0c,31/07/2023,11:07:31,0,0
TrayOne3,31/07/2023,08:15:01,413,300,402,95,28,96.6796875,0.82.69,0102030405060708090a640b,671,54,54,49,30,4206,010c0102030405060708090000021f030000030e026e100c021c0004029f020a021e000804920100003e,0.0.3,1.0203E+22,31/07/2023,11:11:09,0,0
TrayOne,31/07/2023,09:15:00,400,299,1394,95,36,97.44698334,0.82.69,0102030405060708090a6407,621,37,15,13,31,4196,010c0102030405060708090000021f030000030e0264100c02240004026d020a021f000804720500003e,0.0.3,1.0203E+22,31/07/2023,12:09:41,0,0
TrayOne2,31/07/2023,09:15:01,398,309,527,95,40,98.36774445,0.82.69,0102030405060708090a640a,645,45,45,41,30,3955,010c0102030405060708090a0b0c1f030000030e02730f0402850205028e01090235010b022d001d022d001c0229003e,0.0.3,0102030405060708090a0b0c,31/07/2023,12:07:32,0,0
TrayOne3,31/07/2023,09:15:01,388,313,360,95,28,96.6796875,0.82.69,0102030405060708090a640b,677,54,54,49,30,4201,010c0102030405060708090000021f030000030e0269100c021c000402a5020a021e000804680100003e,0.0.3,1.0203E+22,31/07/2023,12:11:09,0,0
TrayOne,31/07/2023,10:15:01,370,311,1424,95,36,97.44698334,0.82.69,0102030405060708090a6407,612,36,12,11,31,4200,010c0102030405060708090000021f030000030e0268100c022400040264020a021f000804900500003e,0.0.3,1.0203E+22,31/07/2023,13:09:42,0,0
TrayOne2,31/07/2023,10:15:01,402,301,545,95,44,98.67465973,0.82.69,0102030405060708090a640a,624,46,46,42,31,3948,010c0102030405060708090a0b0c1f030000030e026c0f040270020502920109022d010b022e001d022e001c022a003e,0.0.3,0102030405060708090a0b0c,31/07/2023,13:07:32,0,0
TrayOne3,31/07/2023,10:15:01,389,307,371,95,28,96.83315277,0.82.69,0102030405060708090a640b,732,53,53,49,30,4196,010c0102030405060708090000021f030000030e0264100c021c000402dc020a021e000804730100003e,0.0.3,1.0203E+22,31/07/2023,13:11:10,0,0
TrayOne,31/07/2023,11:15:01,328,315,1326,95,32,97.2935257,0.82.69,0102030405060708090a6407,622,31,10,9,31,4200,010c0102030405060708090000021f030000030e0268100c02200004026e020a021f0008042e0500003e,0.0.3,1.0203E+22,31/07/2023,14:09:43,0,0
TrayOne2,31/07/2023,11:15:01,396,304,523,95,36,98.828125,0.82.69,0102030405060708090a640a,656,45,45,42,31,3955,010c0102030405060708090a0b0c1f030000030e02730f0402900205028c01090230010b022d001d022d001c022a003e,0.0.3,0102030405060708090a0b0c,31/07/2023,14:07:34,0,0
TrayOne3,31/07/2023,11:15:01,348,310,335,95,28,96.83315277,0.82.69,0102030405060708090a640b,716,53,53,49,30,4185,010c0102030405060708090000021f030000030e0259100c021c000402cc020a021e0008044f0100003e,0.0.3,1.0203E+22,31/07/2023,14:11:11,0,0
TrayOne,31/07/2023,12:15:00,309,307,1388,95,28,97.90736389,0.82.69,0102030405060708090a6407,623,26,5,4,31,4200,010c0102030405060708090000021f030000030e0268100c021c0004026f020a021f0008046c0500003e,0.0.3,1.0203E+22,31/07/2023,15:09:44,0,0
TrayOne2,31/07/2023,12:15:01,339,306,535,95,28,98.98158264,0.82.69,0102030405060708090a640a,622,44,44,40,31,3950,010c0102030405060708090a0b0c1f030000030e026e0f04026e0205025301090232010b022c001d022c001c0228003e,0.0.3,0102030405060708090a0b0c,31/07/2023,15:07:35,0,0
TrayOne3,31/07/2023,12:15:01,332,308,361,95,28,96.98661041,0.82.69,0102030405060708090a640b,676,53,53,49,30,4196,010c0102030405060708090000021f030000030e0264100c021c000402a4020a021e000804690100003e,0.0.3,1.0203E+22,31/07/2023,15:11:14,0,0
TrayOne,31/07/2023,13:15:01,368,307,1415,95,24,98.06082153,0.82.69,0102030405060708090a6407,614,12,9,9,31,4180,010c0102030405060708090000021f030000030e0254100c021800040266020a021f000804870500003e,0.0.3,1.0203E+22,31/07/2023,16:09:45,0,0
TrayOne2,31/07/2023,13:15:01,323,306,577,95,24,99.13504791,0.82.69,0102030405060708090a640a,621,44,44,41,31,3951,010c0102030405060708090a0b0c1f030000030e026f0f04026d0205024301090232010b022c001d022c001c0229003e,0.0.3,0102030405060708090a0b0c,31/07/2023,16:07:37,0,0
TrayOne3,31/07/2023,13:15:02,376,316,361,95,24,97.14006042,0.82.69,0102030405060708090a640b,681,53,53,49,30,4187,010c0102030405060708090000021f030000030e025b100c0218000402a9020a021e000804690100003e,0.0.3,1.0203E+22,31/07/2023,16:11:13,0,0
TrayOne,31/07/2023,14:15:01,392,310,1464,95,12,98.52120972,0.82.69,0102030405060708090a6407,604,24,11,10,31,4203,010c0102030405060708090000021f030000030e026b100c020c0004025c020a021f000804b80500003e,0.0.3,1.0203E+22,31/07/2023,17:09:46,0,0
TrayOne2,31/07/2023,14:15:01,390,309,517,95,24,99.28850555,0.82.69,0102030405060708090a640a,618,45,45,41,31,3947,010c0102030405060708090a0b0c1f030000030e026b0f04026a0205028601090235010b022d001d022d001c0229003e,0.0.3,0102030405060708090a0b0c,31/07/2023,17:07:39,0,0
TrayOne3,31/07/2023,14:15:02,411,307,395,95,4,97.14006042,0.82.69,0102030405060708090a640b,682,53,53,49,31,4206,010c0102030405060708090000021f030000030e026e100c0204000402aa020a021f0008048b0100003e,0.0.3,1.0203E+22,31/07/2023,17:11:15,0,0
TrayOne,31/07/2023,15:15:00,390,313,1467,95,0,98.828125,0.82.69,0102030405060708090a6407,602,28,6,5,31,4200,010c0102030405060708090000021f030000030e0268100c02000004025a020a021f000804bb0500003e,0.0.3,1.0203E+22,31/07/2023,18:09:47,0,0
TrayOne2,31/07/2023,15:15:01,405,311,516,95,0,99.28850555,0.82.69,0102030405060708090a640a,655,45,45,41,31,3956,010c0102030405060708090a0b0c1f030000030e02740f04028f0205029501090237010b022d001d022d001c0229003e,0.0.3,0102030405060708090a0b0c,31/07/2023,18:07:40,0,0
TrayOne3,31/07/2023,15:15:01,410,306,347,95,0,97.14006042,0.82.69,0102030405060708090a640b,709,53,53,49,31,4190,010c0102030405060708090000021f030000030e025e100c0200000402c5020a021f0008045b0100003e,0.0.3,1.0203E+22,31/07/2023,18:11:17,0,0
TrayOne,31/07/2023,16:15:00,403,308,1456,95,0,97.2935257,0.82.69,0102030405060708090a6407,595,14,13,12,31,4090,010c0102030405060708090000021f030000030e02fa0f0c020000040253020a021f000804b00500003e,0.0.3,1.0203E+22,31/07/2023,19:09:48,0,0
TrayOne2,31/07/2023,16:15:01,391,318,546,95,0,97.90736389,0.82.69,0102030405060708090a640a,631,44,44,41,31,3934,010c0102030405060708090a0b0c1f030000030e025e0f040277020502870109023e010b022c001d022c001c0229003e,0.0.3,0102030405060708090a0b0c,31/07/2023,19:07:41,0,0
TrayOne3,31/07/2023,16:15:01,415,306,405,95,0,95.60546112,0.82.69,0102030405060708090a640b,715,53,53,49,31,3897,010c0102030405060708090000021f030000030e02390f0c0200000402cb020a021f000804950100003e,0.0.3,1.0203E+22,31/07/2023,19:11:17,0,0
TrayOne,31/07/2023,17:15:01,408,305,1446,95,0,96.83315277,0.82.69,0102030405060708090a6407,612,32,9,8,31,4080,010c0102030405060708090000021f030000030e02f00f0c020000040264020a021f000804a60500003e,0.0.3,1.0203E+22,31/07/2023,20:09:48,0,0
TrayOne2,31/07/2023,17:15:01,400,316,558,95,0,97.75391388,0.82.69,0102030405060708090a640a,655,44,44,40,31,3924,010c0102030405060708090a0b0c1f030000030e02540f04028f020502900109023c010b022c001d022c001c0228003e,0.0.3,0102030405060708090a0b0c,31/07/2023,20:07:42,0,0
